"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
983;12/19/2004;"Oficina";"Alquiler";"Barcelona";250;1127750;04/04/2005;"Luisa"
984;12/19/2004;"Suelo";"Alquiler";"Lleida";278;1678286;04/20/2005;"Jesús"
985;12/20/2004;"Piso";"Alquiler";"Barcelona";270;2427300;09/06/2005;"Pedro"
986;12/20/2004;"Suelo";"Alquiler";"Lleida";212;1753240;05/14/2005;"Joaquín"
987;12/21/2004;"Industrial";"Venta";"Lleida";258;1894752;08/21/2005;"Carmen"
988;12/21/2004;"Casa";"Alquiler";"Tarragona";225;2000475;07/12/2005;"Jesús"
989;12/21/2004;"Piso";"Venta";"Lleida";81;528120;07/09/2005;"Joaquín"
990;12/21/2004;"Industrial";"Venta";"Barcelona";182;1717898;04/24/2005;"Pedro"
991;12/21/2004;"Oficina";"Venta";"Barcelona";233;1870757;10/13/2005;"Luisa"
992;12/22/2004;"Piso";"Alquiler";"Girona";281;2326118;07/22/2005;"María"
993;12/22/2004;"Industrial";"Venta";"Tarragona";201;1911510;06/23/2005;"Luisa"
994;12/22/2004;"Local";"Venta";"Girona";187;1346961;12/20/2005;"Joaquín"
995;12/22/2004;"Oficina";"Venta";"Tarragona";180;1414800;05/29/2005;"Joaquín"
996;12/23/2004;"Parking";"Alquiler";"Girona";88;690184;05/29/2005;"Carmen"
997;12/23/2004;"Industrial";"Alquiler";"Girona";66;448932;09/01/2005;"Pedro"
998;12/23/2004;"Local";"Venta";"Girona";219;2101743;07/30/2005;"Luisa"
999;12/23/2004;"Industrial";"Venta";"Girona";67;430743;06/06/2005;"Pedro"
1000;12/24/2004;"Parking";"Venta";"Lleida";300;2707200;10/15/2005;"Luisa"
1001;12/25/2004;"Local";"Venta";"Barcelona";250;1368750;06/07/2005;"Luisa"
1002;12/25/2004;"Piso";"Alquiler";"Barcelona";292;2677056;07/22/2005;"María"
1003;12/25/2004;"Parking";"Venta";"Tarragona";87;638058;07/19/2005;"Jesús"
1004;12/26/2004;"Piso";"Venta";"Lleida";95;866780;04/15/2005;"Jesús"
1005;12/26/2004;"Oficina";"Alquiler";"Girona";159;1437360;06/12/2005;"Luisa"
1006;12/26/2004;"Suelo";"Venta";"Lleida";215;1706240;04/25/2005;"Pedro"
1007;12/27/2004;"Oficina";"Alquiler";"Tarragona";86;822504;08/17/2005;"Jesús"
1008;12/27/2004;"Casa";"Venta";"Lleida";121;622787;05/02/2005;"Carmen"
1009;12/27/2004;"Piso";"Alquiler";"Tarragona";222;1266732;06/23/2005;"Pedro"
1010;12/27/2004;"Parking";"Venta";"Girona";211;945702;12/04/2005;"Luisa"
1011;12/27/2004;"Piso";"Alquiler";"Barcelona";96;862848;12/23/2005;"María"
1012;12/30/2004;"Oficina";"Venta";"Tarragona";173;1008071;07/21/2005;"Jesús"
1013;12/31/2004;"Oficina";"Venta";"Barcelona";191;1657880;09/06/2005;"Pedro"
1014;12/31/2004;"Casa";"Venta";"Barcelona";146;1457226;11/05/2005;"María"
1015;12/31/2004;"Local";"Alquiler";"Barcelona";168;1508472;12/03/2005;"Luisa"
1016;01/01/2005;"Parking";"Alquiler";"Barcelona";142;1276864;10/24/2005;"María"
1017;01/01/2005;"Parking";"Venta";"Girona";217;2101862;10/23/2005;"Carmen"
1018;01/01/2005;"Local";"Alquiler";"Barcelona";269;1360064;08/17/2005;"Jesús"
1019;01/02/2005;"Suelo";"Venta";"Lleida";47;369984;08/24/2005;"Jesús"
1020;01/02/2005;"Industrial";"Alquiler";"Lleida";201;1176855;10/07/2005;"María"
1021;01/02/2005;"Suelo";"Alquiler";"Girona";86;452962;10/24/2005;"Joaquín"
1022;01/03/2005;"Piso";"Alquiler";"Tarragona";237;1177653;11/10/2005;"Joaquín"
1023;01/03/2005;"Oficina";"Venta";"Girona";105;889980;10/16/2005;"Pedro"
1024;01/03/2005;"Piso";"Alquiler";"Barcelona";172;1615424;11/19/2005;"Carmen"
1025;01/04/2005;"Industrial";"Alquiler";"Tarragona";216;2022624;05/07/2005;"Jesús"
1026;01/04/2005;"Parking";"Alquiler";"Barcelona";206;1231262;07/10/2005;"Luisa"
1027;01/04/2005;"Casa";"Alquiler";"Girona";79;352972;11/06/2005;"Joaquín"
1028;01/05/2005;"Casa";"Venta";"Lleida";81;610416;11/25/2005;"Joaquín"
1029;01/05/2005;"Piso";"Alquiler";"Lleida";269;1089181;07/25/2005;"Joaquín"
1030;01/05/2005;"Piso";"Alquiler";"Tarragona";221;1194505;12/12/2005;"María"
1031;01/05/2005;"Industrial";"Alquiler";"Barcelona";143;1106677;08/08/2005;"María"
1032;01/06/2005;"Industrial";"Alquiler";"Barcelona";170;1262250;11/29/2005;"Luisa"
1033;01/06/2005;"Casa";"Alquiler";"Lleida";171;1236672;06/07/2005;"Luisa"
1034;01/06/2005;"Industrial";"Alquiler";"Girona";153;923355;07/07/2005;"Luisa"
1035;01/07/2005;"Industrial";"Venta";"Barcelona";252;2398788;11/19/2005;"Jesús"
1036;01/07/2005;"Local";"Venta";"Lleida";180;1636560;08/31/2005;"Luisa"
1037;01/08/2005;"Industrial";"Venta";"Lleida";271;2496723;12/12/2005;"Jesús"
1038;01/08/2005;"Piso";"Alquiler";"Girona";59;325326;04/09/2005;"Carmen"
1039;01/09/2005;"Casa";"Alquiler";"Lleida";264;1441440;10/28/2005;"Pedro"
1040;01/09/2005;"Local";"Venta";"Barcelona";162;1315440;09/16/2005;"Jesús"
1041;01/09/2005;"Local";"Alquiler";"Tarragona";286;1732302;08/26/2005;"Joaquín"
1042;01/10/2005;"Suelo";"Venta";"Tarragona";90;374310;12/07/2005;"María"
1043;01/11/2005;"Suelo";"Alquiler";"Tarragona";186;1844004;06/19/2005;"Pedro"
1044;01/11/2005;"Piso";"Alquiler";"Tarragona";217;1603196;12/11/2005;"Joaquín"
1045;01/11/2005;"Parking";"Alquiler";"Girona";260;2402920;10/09/2005;"Joaquín"
1046;01/11/2005;"Suelo";"Alquiler";"Girona";240;1823280;09/04/2005;"Luisa"
1047;01/11/2005;"Oficina";"Alquiler";"Barcelona";157;949693;11/27/2005;"Jesús"
1048;01/12/2005;"Casa";"Alquiler";"Barcelona";279;2362572;09/25/2005;"Luisa"
1049;01/12/2005;"Oficina";"Venta";"Barcelona";73;672987;04/21/2005;"Joaquín"
1050;01/12/2005;"Casa";"Venta";"Tarragona";120;703680;09/16/2005;"Carmen"
1051;01/12/2005;"Parking";"Venta";"Lleida";246;1940448;10/08/2005;"Pedro"
1052;01/12/2005;"Casa";"Venta";"Girona";75;624600;12/12/2005;"María"
1053;01/13/2005;"Industrial";"Venta";"Girona";42;224280;07/10/2005;"María"
1054;01/14/2005;"Oficina";"Alquiler";"Barcelona";251;2138771;05/15/2005;"Carmen"
1055;01/14/2005;"Local";"Alquiler";"Lleida";149;1250408;10/30/2005;"Pedro"
1056;01/15/2005;"Suelo";"Alquiler";"Girona";45;300105;06/02/2005;"Carmen"
1057;01/15/2005;"Casa";"Venta";"Barcelona";90;599850;12/30/2005;"María"
1058;01/15/2005;"Parking";"Venta";"Barcelona";221;1919827;01/06/2006;"Joaquín"
1059;01/16/2005;"Oficina";"Venta";"Girona";133;573230;09/20/2005;"Jesús"
1060;01/17/2005;"Piso";"Venta";"Barcelona";80;500560;12/11/2005;"Jesús"
1061;01/17/2005;"Industrial";"Venta";"Barcelona";45;259515;12/17/2005;"Joaquín"
1062;01/18/2005;"Parking";"Venta";"Tarragona";68;652052;09/20/2005;"Joaquín"
1063;01/19/2005;"Oficina";"Venta";"Barcelona";213;1886541;09/05/2005;"Jesús"
1064;01/19/2005;"Piso";"Alquiler";"Girona";80;607200;11/20/2005;"Carmen"
1065;01/19/2005;"Industrial";"Alquiler";"Lleida";200;1502800;10/14/2005;"Joaquín"
1066;01/20/2005;"Suelo";"Venta";"Girona";287;2808008;06/24/2005;"Pedro"
1067;01/20/2005;"Suelo";"Venta";"Lleida";108;892620;11/08/2005;"Pedro"
1068;01/21/2005;"Parking";"Venta";"Barcelona";221;1471197;10/17/2005;"Joaquín"
1069;01/21/2005;"Local";"Venta";"Tarragona";108;1065744;05/03/2005;"Pedro"
1070;01/21/2005;"Parking";"Venta";"Lleida";232;1162784;08/23/2005;"Pedro"
1071;01/21/2005;"Parking";"Venta";"Girona";118;1134452;04/27/2005;"Carmen"
1072;01/22/2005;"Piso";"Alquiler";"Girona";132;592152;04/23/2005;"Carmen"
1073;01/22/2005;"Oficina";"Alquiler";"Tarragona";246;2083866;07/25/2005;"Luisa"
1074;01/22/2005;"Industrial";"Alquiler";"Lleida";293;2141830;09/19/2005;"Joaquín"
1075;01/23/2005;"Parking";"Alquiler";"Barcelona";290;2275050;09/20/2005;"Jesús"
1076;01/23/2005;"Parking";"Venta";"Lleida";72;298368;04/26/2005;"Luisa"
1077;01/23/2005;"Local";"Alquiler";"Barcelona";212;1911604;01/14/2006;"María"
1078;01/24/2005;"Oficina";"Alquiler";"Barcelona";254;1850644;11/28/2005;"Carmen"
1079;01/24/2005;"Oficina";"Venta";"Girona";91;777686;10/19/2005;"Luisa"
1080;01/24/2005;"Local";"Alquiler";"Lleida";287;2279354;12/15/2005;"Joaquín"
1081;01/24/2005;"Piso";"Alquiler";"Barcelona";180;1128420;10/13/2005;"Carmen"
1082;01/25/2005;"Oficina";"Venta";"Tarragona";173;1615128;05/06/2005;"Carmen"
1083;01/25/2005;"Oficina";"Alquiler";"Tarragona";210;1332030;01/02/2006;"Carmen"
1084;01/25/2005;"Parking";"Alquiler";"Girona";287;1370138;05/03/2005;"Joaquín"
1085;01/25/2005;"Industrial";"Venta";"Barcelona";47;424175;06/19/2005;"Joaquín"
1086;01/25/2005;"Piso";"Alquiler";"Lleida";260;2546180;05/23/2005;"Carmen"
1087;01/26/2005;"Parking";"Alquiler";"Tarragona";197;1199730;01/13/2006;"Luisa"
1088;01/26/2005;"Industrial";"Alquiler";"Tarragona";144;760176;10/20/2005;"Pedro"
1089;01/27/2005;"Industrial";"Venta";"Barcelona";168;1081248;06/01/2005;"Carmen"
1090;01/28/2005;"Local";"Alquiler";"Barcelona";253;1816793;10/22/2005;"Pedro"
1091;01/28/2005;"Oficina";"Venta";"Tarragona";110;943800;01/26/2006;"Jesús"
1092;01/29/2005;"Piso";"Alquiler";"Tarragona";299;2130375;10/28/2005;"Carmen"
1093;01/31/2005;"Parking";"Alquiler";"Girona";222;2209344;09/09/2005;"Carmen"
1094;02/01/2005;"Piso";"Venta";"Barcelona";139;1187477;05/31/2005;"Carmen"
1095;02/01/2005;"Local";"Venta";"Barcelona";300;1772700;01/03/2006;"María"
1096;02/01/2005;"Local";"Venta";"Girona";64;539392;08/03/2005;"Pedro"
1097;02/01/2005;"Oficina";"Venta";"Tarragona";156;771108;07/25/2005;"Luisa"
1098;02/01/2005;"Suelo";"Venta";"Barcelona";262;1960808;09/11/2005;"Pedro"
1099;02/02/2005;"Industrial";"Alquiler";"Girona";82;621314;09/07/2005;"Luisa"
1100;02/02/2005;"Piso";"Alquiler";"Tarragona";243;1814238;01/29/2006;"Jesús"
1101;02/02/2005;"Suelo";"Alquiler";"Lleida";73;468952;06/11/2005;"Joaquín"
1102;02/02/2005;"Casa";"Venta";"Tarragona";268;1950772;06/02/2005;"Joaquín"
1103;02/03/2005;"Local";"Venta";"Lleida";125;932250;08/03/2005;"María"
1104;02/03/2005;"Oficina";"Venta";"Lleida";114;786714;09/04/2005;"Luisa"
1105;02/03/2005;"Parking";"Alquiler";"Tarragona";97;541648;06/11/2005;"Carmen"
1106;02/04/2005;"Oficina";"Venta";"Girona";141;1279434;09/26/2005;"Carmen"
1107;02/05/2005;"Suelo";"Alquiler";"Tarragona";105;650580;05/26/2005;"Carmen"
1108;02/05/2005;"Industrial";"Alquiler";"Lleida";199;1009328;12/04/2005;"Pedro"
1109;02/05/2005;"Parking";"Alquiler";"Tarragona";286;2064634;05/26/2005;"Carmen"
1110;02/05/2005;"Local";"Venta";"Lleida";110;924990;09/25/2005;"Pedro"
1111;02/06/2005;"Parking";"Alquiler";"Barcelona";87;372447;07/17/2005;"Jesús"
1112;02/06/2005;"Industrial";"Alquiler";"Barcelona";210;1602300;06/26/2005;"Pedro"
1113;02/06/2005;"Parking";"Venta";"Tarragona";157;1323353;07/25/2005;"Luisa"
1114;02/07/2005;"Industrial";"Venta";"Girona";76;499244;07/04/2005;"Luisa"
1115;02/08/2005;"Piso";"Alquiler";"Lleida";179;963020;11/06/2005;"Pedro"
1116;02/08/2005;"Local";"Venta";"Lleida";96;493632;01/13/2006;"Jesús"
1117;02/08/2005;"Casa";"Alquiler";"Girona";154;1037498;09/20/2005;"Luisa"
1118;02/09/2005;"Parking";"Alquiler";"Lleida";293;2741308;10/20/2005;"María"
1119;02/10/2005;"Local";"Alquiler";"Barcelona";286;1912482;11/26/2005;"Pedro"
1120;02/10/2005;"Local";"Venta";"Girona";180;1707660;07/28/2005;"Joaquín"
1121;02/10/2005;"Piso";"Venta";"Lleida";176;1592624;05/20/2005;"Carmen"
1122;02/11/2005;"Piso";"Venta";"Girona";228;1339044;12/14/2005;"Pedro"
1123;02/11/2005;"Oficina";"Venta";"Girona";157;879357;05/17/2005;"Joaquín"
1124;02/11/2005;"Piso";"Venta";"Girona";208;1215344;05/27/2005;"Jesús"
1125;02/13/2005;"Casa";"Alquiler";"Tarragona";245;2287075;01/31/2006;"Luisa"
1126;02/13/2005;"Piso";"Venta";"Tarragona";111;462315;01/13/2006;"Luisa"
1127;02/14/2005;"Piso";"Alquiler";"Tarragona";75;359775;05/29/2005;"María"
1128;02/14/2005;"Parking";"Venta";"Barcelona";229;1859480;01/06/2006;"Joaquín"
1129;02/14/2005;"Oficina";"Alquiler";"Girona";119;899640;12/12/2005;"Pedro"
1130;02/15/2005;"Casa";"Alquiler";"Barcelona";58;444338;06/04/2005;"Carmen"
1131;02/15/2005;"Parking";"Venta";"Barcelona";156;795912;01/06/2006;"Carmen"
1132;02/15/2005;"Piso";"Alquiler";"Barcelona";92;900956;06/14/2005;"Pedro"
1133;02/15/2005;"Oficina";"Venta";"Lleida";132;712404;08/03/2005;"Carmen"
1134;02/15/2005;"Local";"Venta";"Barcelona";122;879254;06/25/2005;"Luisa"
1135;02/16/2005;"Casa";"Alquiler";"Tarragona";58;349102;10/22/2005;"Carmen"
1136;02/16/2005;"Suelo";"Venta";"Lleida";67;297882;02/08/2006;"Joaquín"
1137;02/16/2005;"Piso";"Venta";"Lleida";75;563475;12/25/2005;"Pedro"
1138;02/16/2005;"Casa";"Venta";"Barcelona";257;1066550;09/23/2005;"Carmen"
1139;02/16/2005;"Industrial";"Venta";"Girona";96;742176;12/15/2005;"Pedro"
1140;02/16/2005;"Suelo";"Venta";"Tarragona";140;1318660;10/16/2005;"Pedro"
1141;02/16/2005;"Parking";"Venta";"Lleida";179;1601334;11/07/2005;"Jesús"
1142;02/16/2005;"Casa";"Venta";"Tarragona";230;1033850;10/30/2005;"María"
1143;02/17/2005;"Suelo";"Alquiler";"Barcelona";254;1394206;05/28/2005;"Carmen"
1144;02/17/2005;"Suelo";"Alquiler";"Barcelona";256;2176768;02/13/2006;"Carmen"
1145;02/17/2005;"Piso";"Alquiler";"Tarragona";106;850226;09/02/2005;"Joaquín"
1146;02/17/2005;"Oficina";"Venta";"Barcelona";198;1090782;02/01/2006;"Joaquín"
1147;02/18/2005;"Industrial";"Alquiler";"Lleida";153;1519137;06/20/2005;"Carmen"
1148;02/18/2005;"Oficina";"Alquiler";"Barcelona";233;984192;01/28/2006;"Jesús"
1149;02/18/2005;"Oficina";"Alquiler";"Lleida";61;481656;09/18/2005;"Carmen"
1150;02/18/2005;"Piso";"Alquiler";"Lleida";105;909090;10/25/2005;"Jesús"
1151;02/18/2005;"Local";"Venta";"Barcelona";158;1308398;02/05/2006;"Carmen"
1152;02/19/2005;"Local";"Venta";"Girona";224;1966272;12/02/2005;"Pedro"
1153;02/19/2005;"Suelo";"Venta";"Lleida";272;2021232;10/16/2005;"Jesús"
1154;02/20/2005;"Piso";"Alquiler";"Barcelona";292;2865688;08/21/2005;"Carmen"
1155;02/20/2005;"Suelo";"Venta";"Tarragona";94;857374;12/11/2005;"Carmen"
1156;02/20/2005;"Industrial";"Venta";"Tarragona";251;1305200;12/18/2005;"Luisa"
1157;02/20/2005;"Local";"Venta";"Girona";254;1614170;01/18/2006;"María"
1158;02/20/2005;"Oficina";"Venta";"Barcelona";298;2436448;08/13/2005;"Carmen"
1159;02/20/2005;"Industrial";"Venta";"Tarragona";214;1823708;09/16/2005;"Joaquín"
1160;02/21/2005;"Industrial";"Venta";"Barcelona";276;2148384;10/12/2005;"Jesús"
1161;02/22/2005;"Suelo";"Venta";"Lleida";197;1594715;01/15/2006;"Luisa"
1162;02/22/2005;"Local";"Venta";"Tarragona";111;698301;10/23/2005;"Joaquín"
1163;02/22/2005;"Industrial";"Alquiler";"Tarragona";81;523989;10/13/2005;"Joaquín"
1164;02/22/2005;"Parking";"Venta";"Lleida";174;750984;07/07/2005;"Joaquín"
1165;02/23/2005;"Suelo";"Alquiler";"Lleida";214;1665134;10/21/2005;"Pedro"
1166;02/23/2005;"Piso";"Alquiler";"Lleida";227;1820540;10/12/2005;"Luisa"
1167;02/23/2005;"Parking";"Venta";"Lleida";152;1076464;05/27/2005;"Pedro"
1168;02/24/2005;"Piso";"Venta";"Girona";206;1136502;01/22/2006;"Pedro"
1169;02/24/2005;"Casa";"Alquiler";"Tarragona";150;1051500;02/17/2006;"Joaquín"
1170;02/24/2005;"Local";"Alquiler";"Tarragona";165;744480;08/06/2005;"Jesús"
1171;02/24/2005;"Oficina";"Venta";"Tarragona";120;647280;09/02/2005;"Jesús"
1172;02/24/2005;"Oficina";"Venta";"Girona";188;1697640;08/04/2005;"Luisa"
1173;02/25/2005;"Local";"Venta";"Lleida";83;463306;09/04/2005;"María"
1174;02/26/2005;"Piso";"Venta";"Lleida";72;322344;08/03/2005;"María"
1175;02/26/2005;"Local";"Alquiler";"Girona";62;484592;10/09/2005;"María"
1176;02/26/2005;"Casa";"Venta";"Barcelona";133;1305129;12/22/2005;"Joaquín"
1177;02/27/2005;"Suelo";"Alquiler";"Lleida";77;711634;11/10/2005;"Jesús"
1178;02/27/2005;"Parking";"Venta";"Tarragona";219;1468614;10/10/2005;"Pedro"
1179;02/27/2005;"Casa";"Venta";"Barcelona";91;780598;11/07/2005;"Jesús"
1180;02/28/2005;"Oficina";"Alquiler";"Barcelona";70;354270;11/18/2005;"Jesús"
1181;02/28/2005;"Casa";"Alquiler";"Barcelona";45;425790;01/16/2006;"María"
1182;03/01/2005;"Suelo";"Venta";"Girona";177;1203246;02/20/2006;"Carmen"
1183;03/01/2005;"Parking";"Alquiler";"Girona";45;360540;09/02/2005;"María"
1184;03/01/2005;"Oficina";"Alquiler";"Lleida";94;639952;09/26/2005;"Luisa"
1185;03/02/2005;"Piso";"Venta";"Barcelona";236;1388388;02/04/2006;"Joaquín"
1186;03/03/2005;"Casa";"Alquiler";"Girona";151;756208;02/13/2006;"Luisa"
1187;03/03/2005;"Industrial";"Alquiler";"Girona";50;442300;06/30/2005;"María"
1188;03/03/2005;"Parking";"Alquiler";"Girona";93;375813;07/12/2005;"Pedro"
1189;03/03/2005;"Piso";"Alquiler";"Barcelona";255;1471605;10/11/2005;"Carmen"
1190;03/03/2005;"Parking";"Venta";"Girona";153;1401633;09/14/2005;"Carmen"
1191;03/03/2005;"Industrial";"Venta";"Barcelona";142;1256274;07/21/2005;"Pedro"
1192;03/04/2005;"Casa";"Alquiler";"Girona";235;2055310;01/03/2006;"Jesús"
1193;03/04/2005;"Casa";"Alquiler";"Barcelona";239;1320236;08/03/2005;"Carmen"
1194;03/04/2005;"Casa";"Alquiler";"Tarragona";191;969707;12/05/2005;"Pedro"
1195;03/04/2005;"Piso";"Alquiler";"Girona";92;743360;08/11/2005;"Pedro"
1196;03/05/2005;"Suelo";"Venta";"Girona";124;614048;07/13/2005;"Joaquín"
1197;03/06/2005;"Suelo";"Venta";"Tarragona";57;233358;12/18/2005;"Luisa"
1198;03/06/2005;"Piso";"Venta";"Barcelona";98;917378;12/06/2005;"Pedro"
1199;03/06/2005;"Oficina";"Alquiler";"Barcelona";42;235746;07/25/2005;"Joaquín"
1200;03/06/2005;"Local";"Venta";"Barcelona";60;474600;10/01/2005;"Luisa"
1201;03/07/2005;"Suelo";"Venta";"Tarragona";54;298350;06/14/2005;"Carmen"
1202;03/07/2005;"Suelo";"Alquiler";"Tarragona";139;1100046;08/28/2005;"María"
1203;03/07/2005;"Industrial";"Venta";"Lleida";237;1013175;01/10/2006;"Pedro"
1204;03/07/2005;"Oficina";"Venta";"Barcelona";255;2151435;08/26/2005;"Pedro"
1205;03/07/2005;"Local";"Venta";"Barcelona";213;2105079;07/25/2005;"Joaquín"
1206;03/07/2005;"Suelo";"Venta";"Barcelona";117;953316;12/27/2005;"María"
1207;03/07/2005;"Oficina";"Venta";"Tarragona";250;1531000;02/09/2006;"Joaquín"
1208;03/08/2005;"Suelo";"Alquiler";"Girona";236;1449512;02/05/2006;"Joaquín"
1209;03/08/2005;"Piso";"Alquiler";"Girona";91;395850;12/10/2005;"Carmen"
1210;03/09/2005;"Suelo";"Alquiler";"Lleida";247;1504477;01/03/2006;"Jesús"
1211;03/09/2005;"Local";"Venta";"Lleida";229;935694;10/18/2005;"Jesús"
1212;03/10/2005;"Casa";"Venta";"Barcelona";143;1246960;09/28/2005;"Carmen"
1213;03/10/2005;"Casa";"Venta";"Tarragona";154;1238006;09/04/2005;"María"
1214;03/10/2005;"Casa";"Alquiler";"Girona";145;655690;06/08/2005;"María"
1215;03/10/2005;"Piso";"Alquiler";"Lleida";42;293370;08/20/2005;"Pedro"
1216;03/10/2005;"Piso";"Alquiler";"Lleida";281;2688046;10/24/2005;"Luisa"
1217;03/11/2005;"Casa";"Venta";"Barcelona";184;1830800;01/25/2006;"Pedro"
1218;03/11/2005;"Piso";"Venta";"Girona";241;1729416;09/18/2005;"Carmen"
1219;03/11/2005;"Suelo";"Venta";"Barcelona";251;2234653;08/01/2005;"Luisa"
1220;03/12/2005;"Parking";"Venta";"Tarragona";90;438480;10/23/2005;"Joaquín"
1221;03/12/2005;"Local";"Alquiler";"Barcelona";269;2032295;11/27/2005;"Joaquín"
1222;03/12/2005;"Piso";"Alquiler";"Tarragona";245;1377880;07/10/2005;"Joaquín"
1223;03/12/2005;"Parking";"Venta";"Girona";181;1805475;06/10/2005;"María"
1224;03/13/2005;"Parking";"Venta";"Tarragona";124;1070740;12/22/2005;"Carmen"
1225;03/14/2005;"Parking";"Venta";"Girona";164;785068;01/22/2006;"Jesús"
1226;03/14/2005;"Piso";"Venta";"Lleida";291;1497195;08/17/2005;"María"
1227;03/14/2005;"Industrial";"Alquiler";"Girona";164;1526840;10/20/2005;"María"
1228;03/14/2005;"Piso";"Alquiler";"Tarragona";188;996588;06/20/2005;"Carmen"
1229;03/14/2005;"Suelo";"Alquiler";"Tarragona";79;451643;01/15/2006;"María"
1230;03/15/2005;"Suelo";"Venta";"Girona";268;2422720;11/27/2005;"Carmen"
1231;03/16/2005;"Suelo";"Venta";"Barcelona";130;1292980;11/11/2005;"Luisa"
1232;03/16/2005;"Local";"Alquiler";"Barcelona";138;949578;02/17/2006;"María"
1233;03/17/2005;"Parking";"Venta";"Lleida";88;820776;08/20/2005;"Carmen"
1234;03/17/2005;"Local";"Venta";"Lleida";116;848888;07/26/2005;"Jesús"
1235;03/18/2005;"Piso";"Venta";"Lleida";233;1673173;06/28/2005;"Joaquín"
1236;03/18/2005;"Oficina";"Venta";"Barcelona";116;841232;01/18/2006;"María"
1237;03/19/2005;"Casa";"Alquiler";"Lleida";55;376090;02/27/2006;"Joaquín"
1238;03/19/2005;"Casa";"Venta";"Girona";192;820608;07/28/2005;"Luisa"
1239;03/19/2005;"Casa";"Venta";"Lleida";149;839615;10/05/2005;"María"
1240;03/19/2005;"Industrial";"Alquiler";"Lleida";285;2562435;06/20/2005;"Carmen"
1241;03/19/2005;"Local";"Alquiler";"Tarragona";88;630608;12/17/2005;"Joaquín"
1242;03/20/2005;"Piso";"Alquiler";"Girona";100;484200;09/30/2005;"Pedro"
1243;03/20/2005;"Industrial";"Alquiler";"Girona";52;269516;08/21/2005;"Carmen"
1244;03/20/2005;"Oficina";"Alquiler";"Barcelona";274;1152718;07/31/2005;"Pedro"
1245;03/20/2005;"Parking";"Venta";"Girona";276;1477428;11/23/2005;"María"
1246;03/21/2005;"Parking";"Venta";"Barcelona";68;367132;08/31/2005;"Joaquín"
1247;03/22/2005;"Industrial";"Venta";"Barcelona";268;1557884;12/09/2005;"Luisa"
1248;03/22/2005;"Piso";"Alquiler";"Tarragona";182;851032;01/02/2006;"Carmen"
1249;03/22/2005;"Parking";"Alquiler";"Barcelona";99;500148;08/09/2005;"Joaquín"
1250;03/23/2005;"Piso";"Venta";"Girona";163;1362843;01/31/2006;"Luisa"
1251;03/23/2005;"Local";"Alquiler";"Barcelona";150;730350;06/28/2005;"Carmen"
1252;03/23/2005;"Oficina";"Venta";"Barcelona";126;867636;11/02/2005;"Luisa"
1253;03/23/2005;"Industrial";"Alquiler";"Barcelona";71;459725;01/26/2006;"Joaquín"
1254;03/24/2005;"Industrial";"Venta";"Barcelona";127;757809;02/20/2006;"Luisa"
1255;03/24/2005;"Casa";"Venta";"Girona";40;354360;10/16/2005;"Carmen"
1256;03/24/2005;"Piso";"Venta";"Girona";168;1620192;10/09/2005;"María"
1257;03/25/2005;"Parking";"Venta";"Girona";117;1149525;02/27/2006;"Pedro"
1258;03/25/2005;"Casa";"Alquiler";"Tarragona";241;1248862;08/22/2005;"Jesús"
1259;03/25/2005;"Industrial";"Venta";"Tarragona";180;1495260;11/03/2005;"Luisa"
1260;03/26/2005;"Industrial";"Venta";"Barcelona";91;485849;07/24/2005;"Pedro"
1261;03/26/2005;"Suelo";"Alquiler";"Tarragona";187;1194930;02/08/2006;"Jesús"
1262;03/26/2005;"Industrial";"Alquiler";"Barcelona";68;525096;08/27/2005;"Joaquín"
1263;03/27/2005;"Casa";"Venta";"Tarragona";196;849464;03/26/2006;"Jesús"
1264;03/28/2005;"Oficina";"Alquiler";"Tarragona";186;1843074;10/04/2005;"Pedro"
1265;03/28/2005;"Suelo";"Alquiler";"Barcelona";67;627321;07/12/2005;"Joaquín"
1266;03/28/2005;"Oficina";"Venta";"Tarragona";57;363261;07/24/2005;"Joaquín"
1267;03/29/2005;"Parking";"Venta";"Lleida";40;349720;02/14/2006;"Luisa"
1268;03/30/2005;"Industrial";"Alquiler";"Girona";167;1191044;03/30/2006;"Joaquín"
1269;03/30/2005;"Piso";"Venta";"Barcelona";138;1307688;02/11/2006;"María"
1270;03/30/2005;"Casa";"Alquiler";"Barcelona";88;531784;01/11/2006;"Joaquín"
1271;03/30/2005;"Parking";"Venta";"Tarragona";196;1730876;07/12/2005;"Luisa"
1272;03/30/2005;"Suelo";"Alquiler";"Girona";216;1500984;10/23/2005;"Joaquín"
1273;03/31/2005;"Piso";"Venta";"Girona";283;1599233;11/04/2005;"Pedro"
